Date,Open,High,Low,Close,Volume
2020-01-02,71.34405442839761,72.39408555090253,71.0911838210517,72.33387756347656,135480400
2020-01-03,71.56321309934685,72.38926493117573,71.40667380039741,71.63064575195312,146322800
2020-01-06,70.75402846338375,72.23995764322866,70.5035611498287,72.20142364501953,118387200
2020-01-07,72.21104883104543,72.46633010238772,71.64268897397623,71.86184692382812,108872000
2020-01-08,71.56561372170107,73.31886979288494,71.56561372170107,73.01782989501953,132079200
2020-01-09,73.99320238999518,74.76145686133366,73.74274246581768,74.56879425048828,170108400
2020-01-10,74.8024026801614,75.30092656417412,74.23644614635045,74.73737335205078,140644800
2020-01-13,75.05287082554342,76.36058652225458,74.93485817482635,76.33409118652344,121532000
2020-01-14,76.2715017557603,76.4810244319536,75.18053302658049,75.30335235595703,161954400
2020-01-15,75.10343270524221,75.98246770801262,74.54951490172726,74.98060607910156,121923600
2020-01-16,75.52250477498995,76.03066410855739,75.16125678084022,75.91987609863281,108829200
2020-01-17,76.16790890123319,76.7627640392473,75.86205500785368,76.76036071777344,137816400
2020-01-21,76.38947268651397,76.83019183971173,76.1028821310267,76.24015808105469,110843200
2020-01-22,76.72423978617735,77.06381371935198,76.41838585398544,76.51231384277344,101832400
2020-01-23,76.56530902285643,76.96026966222608,76.01861570517516,76.88079833984375,104472000
2020-01-24,77.12644775977525,77.86820708363678,76.46897375596369,76.65923309326172,146537600
2020-01-27,74.67234921705278,75.08416976822737,73.42484155700832,74.405029296875,161940000
2020-01-28,75.28406170066347,76.68088393464757,75.18531972883665,76.50989532470703,162234000
2020-01-29,78.13791500924663,78.95674202148273,77.39855929233421,78.11141967773438,216229200
2020-01-30,77.19628560206807,78.05123619869995,76.7651942962083,77.99825286865234,126743200
2020-01-31,77.29021440201876,77.71167041513803,74.24610164905711,74.5399169921875,199588400
2020-02-03,73.28515870612867,75.4984048922783,72.78423148900761,74.33518981933594,173788400
2020-02-04,75.93671379066781,76.9795201431656,75.53211792000401,76.78926086425781,136616400
2020-02-05,77.91395235806485,78.21258898353346,76.81335589638837,77.41543579101562,118826800
2020-02-06,77.68515330009288,78.32335641079244,77.12883215929374,78.3209457397461,105425600
2020-02-07,77.82123854389138,78.06988383321008,76.76630651671353,77.25635528564453,117684000
2020-02-10,75.84417079645658,77.6233139038086,75.76451086097089,77.6233139038086,109348800
2020-02-11,78.11817322586252,78.19059132825674,76.93770658748598,77.15496826171875,94323200
2020-02-12,77.60399867366895,78.99206907115294,77.60399867366895,78.98724365234375,113730400
2020-02-13,78.26059867524006,78.75064746940821,78.05782062596876,78.42475128173828,94747600
2020-02-14,78.39337649475979,78.6927218682662,77.93712767417983,78.44407653808594,80113600
2020-02-18,76.12900107799734,77.1887659353896,75.94794846047884,77.0077133178711,152531200
2020-02-19,77.24911404532844,78.3523297233802,77.24911404532844,78.12299346923828,93984000
2020-02-20,77.88403050271104,78.37166303401608,76.81702354297988,77.3215560913086,100566000
2020-02-21,76.91598466630131,77.35775721221363,74.95578935685651,75.57136535644531,129554000
2020-02-24,71.75962518984169,73.43013371315247,69.82115488187272,71.9817123413086,222195200
2020-02-25,72.6503953158895,73.03180965186876,69.07279323243056,69.54352569580078,230673600
2020-02-26,69.16934783382864,71.90927916190874,69.16210602316792,70.64673614501953,198054800
2020-02-27,67.85852144500781,69.04139705399142,65.8934935311334,66.02867889404297,320605600
2020-02-28,62.10347552395671,67.20915879544067,61.88862284247871,65.99006652832031,426510000
2020-03-02,68.14338175177791,72.76867383608672,67.04258234775999,72.13378143310547,341397200
2020-03-03,73.30699080209732,73.38665070115958,68.99310485052062,69.84284973144531,319475600
2020-03-04,71.56166493954149,73.2418314905751,70.76261982320094,73.08250427246094,219178400
2020-03-05,71.33957264179317,72.31242862903635,70.3474076125405,70.71192932128906,187572800
2020-03-06,68.07579869358199,70.20497969740977,67.88992061879122,69.77286529541016,226176800
2020-03-09,63.67016438238683,67.13188921300795,63.48911178224734,64.25436401367188,286744800
2020-03-10,66.90256079781972,69.14761010810192,65.02685113261988,68.88206481933594,285290000
2020-03-11,66.96292517997638,67.88749740945617,65.62795665733853,66.4897689819336,255598800
2020-03-12,61.78481820985721,65.17895115078981,59.86807364961435,59.9235954284668,418474000
2020-03-13,63.94537376560975,67.57366791219874,61.06301183278901,67.1029281616211,370732000
2020-03-16,58.40758489593045,62.54282496971143,57.9368487366503,58.47035217285156,322423600
2020-03-17,59.74978379495811,62.187957132183904,57.55059758461941,61.04129409790039,324056000
2020-03-18,57.88132562490314,60.350882714180244,57.2416040580175,59.5470085144043,300233600
2020-03-19,59.72081496454535,61.03646337436918,58.56690646649194,59.09075164794922,271857200
2020-03-20,59.67012006159394,60.79264863512061,55.04000233501268,55.3393440246582,401693200
2020-03-23,55.05931643178171,55.16070547027294,51.32480360482342,54.1637077331543,336752800
2020-03-24,57.05813231967632,59.79323446043245,56.56084169108887,59.59769821166992,287531200
